text,label
"External valuations and legal reviews of DFID's portfolio of DevCap investments in the Private Infrastructure Development Group (PIDG), and support to donor led reviews of PIDG’s development impact.",Not related to climate
Workshop on international strategies for protecting children from sexual violence,Not related to climate
Project Support Unit,Not related to climate
"Special Programme in Research, Development and Research Training in Human Reproduction (HRP) (2018-2022)",Not related to climate
Due Diligence - Yemen Multisector Humanitarian Response Programme,Not related to climate
"Human Rights, Democracy, and the Rule of Law in Occupied Palestinian Territories",Not related to climate
World Food Programme Operations in Darfur.,Not related to climate
Support to the United Nations Verification and Inspection Mechanism (UNVIM),Not related to climate
Strengthening quality and efficiency in the Indian healthcare system,Not related to climate
United Nations Childrens Fund humanitarian response in the Sahel 2013 phase 2,Not related to climate
Support Growth Policy of Pakistan,Not related to climate
Dissemination of evidence generated by CRISSA programme (Research),Not related to climate
Fund management agent to lead on delivering SRIA objectives,Not related to climate
Improving the relevance of TVET (Technical and Vocational Education and Training) to the skills set needed by industry,Not related to climate
Design Phase for Adolescent Girls Initiative,Not related to climate
Review of Political Economy Approaches and Pilot Study to Develop a Guide Which Will Inform Capacity Building and Reform Efforts in Procurement,Not related to climate
Accountable Grant - SAFERWORLD (Security Sector Reform Strategy Fund),Not related to climate
Strengthening Services and Support for Survivors of Acid and Burns Violence in Nepal and Pakistan,Not related to climate
Security Sector Development and Defence Transformation (SSDDT)- Phase II,Not related to climate
Multi-donor mentoring women and young people in politics,Not related to climate
Accountable Grant Ag3179: CSP Care Nepal,Not related to climate
Producing a Scoping Study for a China low carbon programme,Not related to climate
Early Learning Partnership Evaluation,Not related to climate
Independent evaluation of the Enabling the Business of Agriculture Project,Not related to climate
Progressio PPA,Not related to climate
CSCF Monitoring & Evaluation,Not related to climate
"Social Fund for Development, Covid-19 Cash for Nutrition Response",Not related to climate
Providing recovery assistance to waterlogging affected people of south west Bangladesh,Not related to climate
Monitoring and Evaluation of ICTSD Strategic Framework Agreement,Not related to climate
Uganda Red Cross Election Preparedness Plan 2010/11,Not related to climate
"AGRI-TECH CATALYST funds , through open competition, small and medium sized enterprises and researchers to work individually or collaboratively to develop new solutions to global food security challenges.",Not related to climate
Administrative Costs of ODA Programme,Not related to climate
Emergency Nutrition Response in the Democratic Republic of Congo (DRC)- Action Against HUnger USA (AAH-USA),Not related to climate
Child Protection Fund for NAP II,Not related to climate
PRP 1 Oxfam  Ag3887,Not related to climate
Impact Assessment of Karandaaz Pakistan,Not related to climate
To support the Ministry of Education's delivery of the RACE II strategy through a World Bank payment for result trust fund.,Not related to climate
Promote the adoption of sustainable economic development policy in line with the Organisation for Economic Co-operation and Development's (OECD) standards through educating policymakers and opinion-formers on best practice in governance and economic,Not related to climate
5Cs: Improving Access to Climate Finance for Caribbean SIDS (Caribbean),Not related to climate
Implementation Phase: Developing Effective Private Education in Nigeria - Facilitating Change Component,Not related to climate
PSNPII Design budget,Not related to climate
Spport to Sub-Nationla Budget Transparency Survey of 36 States in Nigeria - A Grant to Civil Resource Development and Documentation Centre (CIRDDOC).,Not related to climate
Behaviour Change Communication on Cholera and the threat of Ebola in Ghana,Not related to climate
Support to Civil Society and National PEACEBUILDING Effort,Not related to climate
Medical Research Council Concordat 2018-2023 for the funding of a portfolio of global health research,Not related to climate
Preventing Maternal Deaths in Eastern and Southern Africa programme (PreMDESA),Not related to climate
Tackling climate change in Chile: design of an evaluation mechanism for demonstrating energy and greenhouse gas savings,Not related to climate
Routine Immunisation: Procurement of Services for DFID MNCH,Not related to climate
Support WRI to Develop an Assessment Methodology and Approach for Monitoring and Evaluation Climate Change Adaptation At National Level in Developing Countries,Not related to climate
Change Management and Monitoring,Not related to climate
GMAP3 Monitoring and Evaluation,Not related to climate
Support to Nutrition International,Not related to climate
Humanitarian Surge Support,Not related to climate
Support to Private Sector Development in Kosovo,Not related to climate
Water & Sanitation Sector Project (Guywasp),Not related to climate
Procurement of vehicles for Promoting Equality in African Schools programme and vehicles and motorbikes for the Cambridge Education Project.,Not related to climate
Consultancy Advice on Rural  Feeder Roads Project for South Sudan,Not related to climate
Technical Assistance - Skills for Jobs,Not related to climate
Knowledge and lessons learnt dissemination,Not related to climate
Data analysis support to cluster system,Not related to climate
PROCOFSERVICES and P0316 for UNU - WIDER Developing Country Scholars,Not related to climate
Supporting the Global Partnership for Effective Development Cooperation's first high level meeting,Not related to climate
Russia: Public Administration Reform,Not related to climate
Pakistan Education Task Force,Not related to climate
Frontline Diplomatic Enabling Activity (Economic Security and Opportunity) in Vietnam,Not related to climate
Programme Appraisal and Design and training/facilitation costs aimed at supporting delivery of this project - Domestic Accountability Programme,Not related to climate
