iati_identifier,text,label
GB-1-110195,Civil Society PARTICPATION in the European Neighbourhood Policy (ENP) - a REGINAL Approach to Conflict Resolution,Not related to climate
GB-GOV-1-300421-108,UK India Tech Startup,Not related to climate
GB-1-201841,China's Role in Fragile States in Africa,Not related to climate
GB-1-202642-101,World Vision Programme Partnership Arrangement,Not related to climate
GB-GOV-1-300046-103,ACTED - Yemen Multisector Humanitarian Response Programme,Not related to climate
GB-1-102481-101,Emerging Africa  Infrastructure Fund (EAIF),Not related to climate
GB-1-202183-102,Monitoring and Evaluation,Not related to climate
GB-GOV-3-PF-ACO,Global Anti-Corruption programme,Not related to climate
GB-1-109464,Carnegie Middle East Centre,Not related to climate
GB-1-114244-101,PROCOFSERVICES and P0136 for Biodiversity & int Development,Not related to climate
GB-1-108745-102,Change Management and Monitoring,Not related to climate
GB-1-204902-103,CHASE Operations Team deployments,Not related to climate
GB-1-201629-103,Livelihood Empowerment Against Poverty Systems Strengthening,Not related to climate
GB-1-203705-104,Innovation and Learning in Education in Emergencies Phase I (Amplify),Not related to climate
GB-1-203382-110,Finn Church Aid - Somali Peoples Peace Initiative Project,Not related to climate
GB-1-204147,Core Assessed Contribution to the United Nations Food and Agriculture Organisation (FAO) for 2016-2017,Not related to climate
GB-1-200991,"CSCF0481 Youth Empowerment Programme: an Integrated Youth-Led HIV Prevention & Livelihood Project, Building the Capacity of Young People to Engage in Decision Making and Lead Development Efforts in Uganda.",Not related to climate
GB-1-202416-104,Monitoring and Evaluation Adviser for design costs,Not related to climate
GB-1-203859-102,Design Mission for Siera Leone Civil Society Programme,Not related to climate
GB-GOV-3-PDS-CTR-000800,Supporting judicial reform in Pakistan,Not related to climate
GB-1-113944,Gender and Growth,Not related to climate
GB-1-109148,Social Fund for Development Programme to Improve Access to Basic Social Services in Yemen.,Not related to climate
GB-1-200719,Small Arms Survey 2009-2011,Not related to climate
GB-GOV-3-IP_KH,International Programmes in Cambodia (2020 - 2022),Not related to climate
GB-1-107760-129,Accountable Grant for CCICED Task Force on Low Carbon Industrialisation Strategy,Not related to climate
GB-GOV-1-300083,Volunteering For Development,Not related to climate
GB-1-113532,Sexuality and Development  Research Programme,Not related to climate
GB-GOV-1-300517-102,Financial Aid to Ministry of Education for Reform Delivery,Not related to climate
GB-GOV-1-301497-404,Supporting women’s organisations in Ukraine to deliver humanitarian and protection activities.,Not related to climate
GB-1-202401-101,Emergency procurement of Anti-malarial drugs,Not related to climate
GB-1-103296-101,Financial Sector Reform Procurement of Services,Not related to climate
GB-1-105325-106,North-South Corridor Costs 2,Not related to climate
GB-1-204523,Humanitarian support to the Syria crisis through NGO Agency 3,Not related to climate
GB-1-102014-103,Stockpile Project - Armoured Vehicles,Not related to climate
GB-1-108691,Kashf Foundation: Phase 3,Not related to climate
GB-1-201439-103,PRT - Ids CRISISWATCH Conference on the Human Impacts of the Crisis,Not related to climate
GB-1-113496-102,Other Bilateral Donor- Inspectorate General of Government,Not related to climate
GB-1-204157-105,Service Provider Personnel Costs,Not related to climate
GB-1-113342-104,Monitoring and Evaluation of ICTSD Strategic Framework Agreement,Not related to climate
GB-GOV-1-300683-105,Strengthening Ethiopia’s Adaptive Safety Net  - Design Budget,Not related to climate
GB-1-200762-103,PSNPII Design budget,Not related to climate
GB-1-112145-101,FAO Memorandum of Understanding ( Not Now Used),Not related to climate
GB-GOV-1-301169,Emergency Social Protection in Jordan (ESPJ),Not related to climate
GB-1-200628-101,Support to UNICEF Para Legal Committee,Not related to climate
GB-1-202668-102,AFPC Programme - Monitoring and Evaluation (M&E),Not related to climate
GB-1-200954,CSCF 0473 Mitigating the Impact of HIV/AIDS By Improving Access to Pain and Symptom Controlling Drugs for People Living With HIV/AIDS in 6 African Countries.,Not related to climate
GB-1-203448-103,Strengthening social and environmental risk management via Multilateral Orgs - Support to the UN Global Compact Office,Not related to climate
GB-1-114499,Large Emerging Economies,Not related to climate
GB-1-204801-103,Technical Assistance (TA) to Partners,Not related to climate
GB-GOV-3-PDS-CPD-SPF-000509,Bolstering the healthcare system in India,Not related to climate
GB-GOV-3-Economic Security and Opportunity-CR,Economic Security and Opportunity in Costa Rica,Not related to climate
GB-1-203055-101,Arab Partnership Economic Facility (APEF) - Contribution to AfDB Trust Fund,Not related to climate
GB-1-200156-103,Support to African Union Commission Capacity Building,Not related to climate
GB-1-204019-108,Support to the United Nations Children’s Fund (UNICEF) South Sudan Humanitarian Assistance and resilience building Programme – Programme Costs,Not related to climate
GB-1-204876-103,Ministry of Defence Deployments to set up and manage 12-bed facility,Not related to climate
GB-GOV-1-300432-109,WFP - Emergency Operations - EMOP/Country Strategic Plan - CSP (SO1),Not related to climate
GB-1-202766-109,Research with UK's Medical Research Council,Not related to climate
GB-1-205143-108,Tigray Humanitarian Analysis,Not related to climate
GB-GOV-1-300961-102,"Programme evaluation, monitoring, coordination and logistics",Not related to climate
GB-GOV-1-300221,Research on Conflict and Economic Growth in Low Income Countries,Not related to climate
GB-1-202192,The Provision of Essential Medicines and Medical Supplies to Reduce Maternal and Child Morbidity and Mortality in Sierra Leone,Not related to climate
GB-1-202568,"Gender, Growth and Labour Markets in Low Income Countries G2LM|LIC",Not related to climate
GB-GOV-1-300075-108,Public Sector: Governance in Education,Not related to climate
GB-1-113328-102,Building Livelihoods on New Foundations in Darfur,Not related to climate
GB-1-204296-112,Evidence review and case studies of CSO development cooperation and Mexico high-level meeting engagement,Not related to climate
GB-GOV-1-301541-401,Medicines for Malaria Venture (MMV) – for the development of new anti-malarial medicines.,Not related to climate
GB-GOV-3-CHEVENING,Chevening Scholarships Official Development Assistance (ODA),Not related to climate
GB-1-202660-112,Emergency assistance to flood affected households in north-western Bangladesh,Not related to climate
GB-1-204228-102,Appraisal and design - PreMDESA,Not related to climate
GB-1-203704-101,Improving the application of risk modelling for disaster risk management - Part 1,Not related to climate
GB-GOV-3-WP1522,Forum supporting the International Labour Organisation's Alliance 8.7 initiative on modern slavery.,Not related to climate
GB-1-205191-108,Leading and managing UK Peer-to-Peer Partnerships,Not related to climate
GB-1-205103-102,Contribution to the World Bank Early Learning Partnership Trust Fund for Early Childhood Education research project,Not related to climate
GB-1-204974,Conflict management between Syrian refugees and host communities in Jordan,Not related to climate
GB-1-203861,Special Adviser to National Revenue Authority,Not related to climate
GB-GOV-3-PAP-CNF-002347,Promoting LGBT Rights by training and establishing new volunteers for existing support networks in Southwest China.,Not related to climate
GB-GOV-3-FDEAECO-VN,Frontline Diplomatic Enabling Activity (Economic Security and Opportunity) in Vietnam,Not related to climate
GB-1-202091-105,"Oxfam Livelihoods Recovery Project in Hadramout, Yemen",Not related to climate
GB-GOV-1-300239-102,To support the Lebanon Ministry of Education to develop their plans for Reaching All Children with Education  Phase II (RACE II) for the period 2016-2021,Not related to climate
GB-1-201267,Global Health Clinical Trials Initiative,Not related to climate
GB-GOV-3-PMP-RBIS-RWK-051701,Promoting economic growth in Rwanda,Not related to climate
GB-1-114378,Strategic Framework With British Red Cross 2009 - 10,Not related to climate
GB-1-204904,UK response to Ebola crisis through establishing laboratories,Not related to climate
GB-1-202974-114,Public Sector Management - Federal Government,Not related to climate
GB-GOV-1-301203-402,Component C World Economic Forum.,Not related to climate
GB-1-205219-106,International Growth Centre Phase 3 Capital delegated funding from the Economic Growth Department,Not related to climate
GB-1-203364,Private Sector Development Programme - Design Phase,Not related to climate
GB-GOV-3-PF-TRA-911,Administrative Costs of the Global Trade Programme,Not related to climate
GB-GOV-3-Women and Girls-AF,Women and Girls in Afghanistan,Not related to climate
GB-GOV-1-300961-101,Institutionalised evidence-informed public sector delivery,Not related to climate
GB-1-204358-109,[Closed] Pakistan Economic Corridors Programme - International Finance Corporation (IFC) and World Bank Managed Technical Assistance,Not related to climate
GB-GOV-3-PEU-BPF-160129,Empowering Teachers to Support the Integration of Syrian Refugee Children and Youngsters in Turkey into the Education System,Not related to climate
GB-1-201944-104,Procurement of Services to implement the Economic Advocacy Project in Zambia,Not related to climate
GB-1-205053-128,Modern Slavery in Nepal (DAI),Not related to climate
GB-1-102317-102,Conflict Humanitarian Fund 2005: Core Funding International Alert,Not related to climate
GB-1-200267,Humanitarian Support Programme,Not related to climate
GB-1-201800-101,Human Development Initiative (HDI) for reduction of extreme poverty and hunger,Not related to climate
GB-GOV-1-300044,UK-South Africa Development Partnerships in Africa (USDPA) Programme,Not related to climate
GB-1-205268-111,Rohingya refugee influx response Phase 4- Bangladesh 2018,Not related to climate
GB-1-202178,Uganda Red Cross Election Preparedness Plan 2010/11,Not related to climate
GB-GOV-1-301532-404,Support to Countries for diagnostics and planning for climate resilient and sustainable health systems,Not related to climate
GB-1-108559-103,Accountable Grant Ag3179: CSP Care Nepal,Not related to climate
GB-1-202596-111,Better Work/Vision Zero Fund Programme Ethiopia,Not related to climate
GB-1-111815-101,PST MOU: Partnerships & Knowledge WB,Not related to climate
GB-GOV-3-Combatting Serious and Organised Crime-PK,Combatting Serious and Organised Crime in Pakistan,Not related to climate
GB-1-201791-101,Appraisal and Design Budget for Mozambique Regional Gateway Programme - DFID Mozambique,Not related to climate
GB-GOV-1-301240-105,Support the implementation of the Promoting Equality in African Schools programme through contribution to construction of schools,Not related to climate
